Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
14-DEC-2011,28.08,29.35,28.08,28.79,28.08,0.71,2.53
15-DEC-2011,28.79,30.26,27.98,28.81,28.79,0.02,0.07
16-DEC-2011,27.48,29.69,27.48,29.69,27.48,2.21,8.04
19-DEC-2011,29.69,31.27,29.69,30.58,29.69,0.89,3.00
20-DEC-2011,30.58,31.02,29.54,30.53,30.58,-0.05,-0.16
21-DEC-2011,28.81,29.88,27.53,27.53,28.81,-1.28,-4.44
22-DEC-2011,27.31,28.23,26.58,26.84,27.31,-0.47,-1.72
23-DEC-2011,26.84,27.91,25.81,27.39,26.84,0.55,2.05
26-DEC-2011,26.99,27.97,26.31,26.6,26.99,-0.39,-1.44
27-DEC-2011,26.6,27.01,26.03,26.29,26.6,-0.31,-1.17
28-DEC-2011,26.29,27.24,25.94,26.74,26.29,0.45,1.71
29-DEC-2011,26.74,27.55,26.43,26.62,26.74,-0.12,-0.45
30-DEC-2011,26.62,27.79,26.25,27.11,26.62,0.49,1.84
02-JAN-2012,27.11,28.68,27.11,27.53,27.11,0.42,1.55
03-JAN-2012,27.53,27.53,25.99,26.16,27.53,-1.37,-4.98
04-JAN-2012,26.16,26.84,25.6,26.41,26.16,0.25,0.96
05-JAN-2012,26.41,26.6,25.72,25.91,26.41,-0.50,-1.89
06-JAN-2012,25.91,26.44,25.09,25.46,25.91,-0.45,-1.74
07-JAN-2012,25.46,25.76,24.6,25.65,25.46,0.19,0.75
09-JAN-2012,25.65,26.54,24.91,25.68,25.65,0.03,0.12
10-JAN-2012,25.68,25.68,23.96,24,25.68,-1.68,-6.54
11-JAN-2012,24,24.64,23.32,24.54,24,0.54,2.25
12-JAN-2012,24.54,24.85,23.77,24.03,24.54,-0.51,-2.08
13-JAN-2012,24.03,24.15,23.23,23.48,24.03,-0.55,-2.29
16-JAN-2012,23.48,24.96,23.22,24.07,23.48,0.59,2.51
17-JAN-2012,24.07,24.07,22.48,22.61,24.07,-1.46,-6.07
18-JAN-2012,22.61,22.75,21.97,22.68,22.61,0.07,0.31
19-JAN-2012,22.68,22.68,20.88,21.68,22.68,-1.00,-4.41
20-JAN-2012,21.68,22.33,18.01,21.96,21.68,0.28,1.29
23-JAN-2012,21.96,22.91,21.96,22.14,21.96,0.18,0.82
24-JAN-2012,22.14,22.51,20.77,21.42,22.14,-0.72,-3.25
25-JAN-2012,21.42,21.42,18.63,21.02,21.42,-0.40,-1.87
27-JAN-2012,21.02,22.2,20.68,21.7,21.02,0.68,3.24
30-JAN-2012,21.7,23.48,21.7,23.46,21.7,1.76,8.11
31-JAN-2012,23.46,23.46,22.33,22.66,23.46,-0.80,-3.41
01-FEB-2012,22.66,23.49,22.17,22.89,22.66,0.23,1.02
02-FEB-2012,22.89,24.26,21.88,23.69,22.89,0.80,3.49
03-FEB-2012,23.69,24.49,23.35,24.09,23.69,0.40,1.69
06-FEB-2012,24.09,25.02,23.58,24.62,24.09,0.53,2.20
07-FEB-2012,24.66,25.15,23.69,24.91,24.66,0.25,1.01
08-FEB-2012,24.91,25.01,24.17,24.27,24.91,-0.64,-2.57
09-FEB-2012,24.27,24.61,23.25,23.3,24.27,-0.97,-4.00
10-FEB-2012,23.3,24.47,22.98,23.83,23.3,0.53,2.27
13-FEB-2012,23.83,24.76,23.12,23.71,23.83,-0.12,-0.50
14-FEB-2012,23.71,23.92,22.71,22.71,23.71,-1.00,-4.22
15-FEB-2012,22.71,22.71,21.71,22.1,22.71,-0.61,-2.69
16-FEB-2012,22.1,23.88,20.3,23.33,22.1,1.23,5.57
17-FEB-2012,23.33,24.91,21.81,24.18,23.33,0.85,3.64
21-FEB-2012,24.18,27.18,24.18,26.25,24.18,2.07,8.56
22-FEB-2012,26.25,27.3,25.69,26.8,26.25,0.55,2.10
23-FEB-2012,26.8,26.8,24.13,24.33,26.8,-2.47,-9.22
24-FEB-2012,24.33,25.79,23.59,24.82,24.33,0.49,2.01
27-FEB-2012,24.82,27.87,24.82,27.38,24.82,2.56,10.31
28-FEB-2012,27.38,27.38,25.7,25.85,27.38,-1.53,-5.59
29-FEB-2012,25.85,27.09,24.69,26.93,25.85,1.08,4.18
01-MAR-2012,26.93,28.02,26.52,27.67,26.93,0.74,2.75
02-MAR-2012,27.67,28.37,26.62,27.84,27.67,0.17,0.61
03-MAR-2012,27.84,28.2,27.17,28.2,27.84,0.36,1.29
05-MAR-2012,28.2,29.55,28.2,28.92,28.2,0.72,2.55
06-MAR-2012,28.92,28.92,26.05,27.34,28.92,-1.58,-5.46
07-MAR-2012,27.34,27.34,25.97,26.33,27.34,-1.01,-3.69
09-MAR-2012,26.33,26.33,24.6,25.47,26.33,-0.86,-3.27
12-MAR-2012,25.47,26.93,24.92,26.27,25.47,0.80,3.14
13-MAR-2012,26.27,26.27,24.64,24.75,26.27,-1.52,-5.79
14-MAR-2012,24.75,25.09,23.03,24.72,24.75,-0.03,-0.12
15-MAR-2012,24.72,25.64,24.04,25.42,24.72,0.70,2.83
16-MAR-2012,25.42,25.42,22.58,23.13,25.42,-2.29,-9.01
19-MAR-2012,23.13,23.82,22.79,22.97,23.13,-0.16,-0.69
20-MAR-2012,22.97,22.97,21.36,21.94,22.97,-1.03,-4.48
21-MAR-2012,21.94,21.99,21,21,21.94,-0.94,-4.28
22-MAR-2012,21,24.77,20.59,24.77,21,3.77,17.95
23-MAR-2012,24.77,24.77,22.89,23.34,24.77,-1.43,-5.77
26-MAR-2012,23.34,27.45,22.4,26.74,23.34,3.40,14.57
27-MAR-2012,26.74,27.13,24.32,25.05,26.74,-1.69,-6.32
28-MAR-2012,25.05,25.83,24.82,24.87,25.05,-0.18,-0.72
29-MAR-2012,24.87,25.86,24.19,24.33,24.87,-0.54,-2.17
30-MAR-2012,24.33,24.33,22.07,22.38,24.33,-1.95,-8.01
02-APR-2012,22.86,22.94,20.88,20.88,22.86,-1.98,-8.66
03-APR-2012,20.88,20.88,19.93,20.01,20.88,-0.87,-4.17
04-APR-2012,20.01,20.85,20.01,20.63,20.01,0.62,3.10
09-APR-2012,20.63,22.44,20.63,22.33,20.63,1.70,8.24
10-APR-2012,22.33,22.81,21.73,21.92,22.33,-0.41,-1.84
11-APR-2012,21.92,22.75,21.65,22.29,21.92,0.37,1.69
12-APR-2012,22.29,22.29,21.72,21.78,22.29,-0.51,-2.29
13-APR-2012,19.86,23.16,19.86,22.75,19.86,2.89,14.55
16-APR-2012,22.75,23.29,22.23,22.23,22.75,-0.52,-2.29
17-APR-2012,22.23,22.75,20.29,20.31,22.23,-1.92,-8.64
18-APR-2012,18.93,20.2,18.93,20.03,18.93,1.10,5.81
19-APR-2012,20.03,20.03,18.99,19.35,20.03,-0.68,-3.39
20-APR-2012,19.35,20.75,19.02,20.09,19.35,0.74,3.82
23-APR-2012,20.09,21.57,19.71,21.57,20.09,1.48,7.37
24-APR-2012,21.57,21.57,19.13,19.25,21.57,-2.32,-10.76
25-APR-2012,17.76,20.4,17.76,18.94,17.76,1.18,6.64
26-APR-2012,19.33,19.45,18.31,18.74,19.33,-0.59,-3.05
27-APR-2012,18.74,19.18,17.85,17.89,18.74,-0.85,-4.54
28-APR-2012,18.55,18.55,17.59,17.61,18.55,-0.94,-5.07
30-APR-2012,17.61,18.52,17.61,17.82,17.61,0.21,1.19
02-MAY-2012,17.82,18.61,17.82,18.54,17.82,0.72,4.04
03-MAY-2012,18.54,19.82,18.54,19.25,18.54,0.71,3.83
04-MAY-2012,19.25,21.45,19.25,21.12,19.25,1.87,9.71
07-MAY-2012,21.12,23.23,20.18,20.22,21.12,-0.90,-4.26
08-MAY-2012,20.22,22.3,19.65,22.16,20.22,1.94,9.59
09-MAY-2012,22.16,23.87,22.06,23.04,22.16,0.88,3.97
10-MAY-2012,23.04,23.64,22.07,22.72,23.04,-0.32,-1.39
11-MAY-2012,22.72,23.93,22.35,22.48,22.72,-0.24,-1.06
14-MAY-2012,22.48,23.52,22.48,23.26,22.48,0.78,3.47
15-MAY-2012,23.26,23.26,22.2,22.28,23.26,-0.98,-4.21
16-MAY-2012,22.28,24.54,22.28,23.71,22.28,1.43,6.42
17-MAY-2012,23.71,24.27,22.21,23.59,23.71,-0.12,-0.51
18-MAY-2012,23.59,25.45,22.57,23.55,23.59,-0.04,-0.17
21-MAY-2012,23.55,24.35,23.2,23.92,23.55,0.37,1.57
22-MAY-2012,23.92,24.63,22.6,24.39,23.92,0.47,1.96
23-MAY-2012,24.39,27.2,23.21,27.13,24.39,2.74,11.23
24-MAY-2012,27.13,27.13,24,25.49,27.13,-1.64,-6.04
25-MAY-2012,25.49,26.6,24.06,25.14,25.49,-0.35,-1.37
28-MAY-2012,25.14,25.4,23.59,23.68,25.14,-1.46,-5.81
29-MAY-2012,23.68,24.33,22.7,24.03,23.68,0.35,1.48
30-MAY-2012,24.03,25.54,23.29,25.3,24.03,1.27,5.29
31-MAY-2012,25.3,25.97,24.99,25.25,25.3,-0.05,-0.20
01-JUN-2012,25.25,26.77,24.88,26.77,25.25,1.52,6.02
04-JUN-2012,26.77,28.65,25.6,25.6,26.77,-1.17,-4.37
05-JUN-2012,25.6,26.69,24.27,26.26,25.6,0.66,2.58
06-JUN-2012,26.26,26.26,24.26,24.9,26.26,-1.36,-5.18
07-JUN-2012,24.9,25.06,23.34,23.64,24.9,-1.26,-5.06
08-JUN-2012,23.64,24.75,23.45,23.47,23.64,-0.17,-0.72
11-JUN-2012,23.47,25.02,23.47,25.02,23.47,1.55,6.60
12-JUN-2012,25.02,25.43,23.94,24.2,25.02,-0.82,-3.28
13-JUN-2012,24.2,25.32,23.53,24.36,24.2,0.16,0.66
14-JUN-2012,24.36,25.82,23.4,25.71,24.36,1.35,5.54
15-JUN-2012,25.71,25.92,24.49,25.54,25.71,-0.17,-0.66
18-JUN-2012,25.54,25.54,22.25,22.6,25.54,-2.94,-11.51
19-JUN-2012,22.6,22.6,21.04,21.43,22.6,-1.17,-5.18
20-JUN-2012,21.43,21.72,20.11,21.03,21.43,-0.40,-1.87
21-JUN-2012,21.03,21.22,19.43,19.94,21.03,-1.09,-5.18
22-JUN-2012,19.94,21.52,19.61,20.58,19.94,0.64,3.21
25-JUN-2012,20.58,21.63,20.04,21.57,20.58,0.99,4.81
26-JUN-2012,21.57,21.76,20.04,20.23,21.57,-1.34,-6.21
27-JUN-2012,20.23,20.81,19.39,20.37,20.23,0.14,0.69
28-JUN-2012,20.37,20.73,19.53,20.62,20.37,0.25,1.23
29-JUN-2012,20.62,20.62,18.8,19.08,20.62,-1.54,-7.47
02-JUL-2012,19.08,19.7,18.79,19.01,19.08,-0.07,-0.37
03-JUL-2012,19.01,19.01,18.14,18.56,19.01,-0.45,-2.37
04-JUL-2012,18.56,18.83,17.48,18.27,18.56,-0.29,-1.56
05-JUL-2012,18.27,18.7,18.09,18.35,18.27,0.08,0.44
06-JUL-2012,18.35,18.63,18.04,18.04,18.35,-0.31,-1.69
09-JUL-2012,18.04,19.09,18.04,18.72,18.04,0.68,3.77
10-JUL-2012,18.72,18.87,17.8,17.83,18.72,-0.89,-4.75
11-JUL-2012,17.83,18.57,17.8,18.39,17.83,0.56,3.14
12-JUL-2012,18.39,19.31,18.02,18.71,18.39,0.32,1.74
13-JUL-2012,18.71,18.71,17.62,18.26,18.71,-0.45,-2.41
16-JUL-2012,18.26,19.01,18.08,18.77,18.26,0.51,2.79
17-JUL-2012,18.77,18.77,17.72,17.78,18.77,-0.99,-5.27
18-JUL-2012,17.78,17.83,17.06,17.44,17.78,-0.34,-1.91
19-JUL-2012,17.44,17.44,16.33,16.38,17.44,-1.06,-6.08
20-JUL-2012,16.38,17.31,15.84,16.89,16.38,0.51,3.11
23-JUL-2012,16.89,18.67,16.89,18.66,16.89,1.77,10.48
24-JUL-2012,18.66,18.66,16.56,16.97,18.66,-1.69,-9.06
25-JUL-2012,16.97,18.14,16.48,16.75,16.97,-0.22,-1.30
26-JUL-2012,16.75,17.58,15.92,16.37,16.75,-0.38,-2.27
27-JUL-2012,16.37,16.75,15.42,16.44,16.37,0.07,0.43
30-JUL-2012,16.44,17.32,16.43,16.6,16.44,0.16,0.97
31-JUL-2012,16.6,17.13,15.93,16.01,16.6,-0.59,-3.55
01-AUG-2012,16.01,16.48,15.86,16.45,16.01,0.44,2.75
02-AUG-2012,16.45,16.91,16.45,16.77,16.45,0.32,1.95
03-AUG-2012,16.77,16.96,16.12,16.12,16.77,-0.65,-3.88
06-AUG-2012,16.12,16.51,15.68,16.22,16.12,0.10,0.62
07-AUG-2012,16.22,16.33,15.74,16.21,16.22,-0.01,-0.06
08-AUG-2012,16.21,16.74,15.51,16.37,16.21,0.16,0.99
09-AUG-2012,16.37,16.77,16.04,16.33,16.37,-0.04,-0.24
10-AUG-2012,16.33,16.51,16.03,16.07,16.33,-0.26,-1.59
13-AUG-2012,16.07,16.65,16,16.01,16.07,-0.06,-0.37
14-AUG-2012,16.01,16.15,15.57,15.64,16.01,-0.37,-2.31
16-AUG-2012,15.64,16.13,15.07,15.69,15.64,0.05,0.32
17-AUG-2012,15.69,16.02,15.21,15.73,15.69,0.04,0.25
21-AUG-2012,15.73,16.49,15.71,16.3,15.73,0.57,3.62
22-AUG-2012,16.3,16.53,15.79,16,16.3,-0.30,-1.84
23-AUG-2012,16,16.36,15.44,16.12,16,0.12,0.75
24-AUG-2012,16.12,16.8,15.66,16.16,16.12,0.04,0.25
27-AUG-2012,16.16,17.03,14.68,16.47,16.16,0.31,1.92
28-AUG-2012,16.47,16.76,15.8,16.35,16.47,-0.12,-0.73
29-AUG-2012,16.35,16.9,15.64,16.74,16.35,0.39,2.39
30-AUG-2012,16.74,17.04,16.55,16.67,16.74,-0.07,-0.42
31-AUG-2012,16.67,17.35,16.59,17.3,16.67,0.63,3.78
03-SEP-2012,17.3,17.5,16.86,17.28,17.3,-0.02,-0.12
04-SEP-2012,17.28,17.28,16.59,16.59,17.28,-0.69,-3.99
05-SEP-2012,16.59,17.15,16.19,17.01,16.59,0.42,2.53
06-SEP-2012,17.01,17.07,16.23,16.98,17.01,-0.03,-0.18
07-SEP-2012,16.98,16.98,15.2,15.26,16.98,-1.72,-10.13
08-SEP-2012,15.26,15.26,14.45,14.76,15.26,-0.50,-3.28
10-SEP-2012,14.76,15.46,14.76,15.27,14.76,0.51,3.46
11-SEP-2012,15.27,15.51,15.1,15.38,15.27,0.11,0.72
12-SEP-2012,15.38,15.66,14.64,15.04,15.38,-0.34,-2.21
13-SEP-2012,15.04,15.83,14.62,15.67,15.04,0.63,4.19
14-SEP-2012,15.67,15.67,13.86,15.38,15.67,-0.29,-1.85
17-SEP-2012,15.38,17.81,15.38,17.78,15.38,2.40,15.60
18-SEP-2012,17.78,18.09,16.17,17.83,17.78,0.05,0.28
20-SEP-2012,17.83,18.81,17.13,18.62,17.83,0.79,4.43
21-SEP-2012,18.62,19.45,17.09,18.93,18.62,0.31,1.66
24-SEP-2012,18.93,19.83,18.46,18.83,18.93,-0.10,-0.53
25-SEP-2012,18.83,18.83,17.11,17.11,18.83,-1.72,-9.13
26-SEP-2012,17.11,17.3,16.62,16.97,17.11,-0.14,-0.82
27-SEP-2012,16.97,17.09,15.73,16.91,16.97,-0.06,-0.35
28-SEP-2012,16.91,16.91,16.13,16.16,16.91,-0.75,-4.44
01-OCT-2012,16.16,16.77,15.99,16.34,16.16,0.18,1.11
03-OCT-2012,16.34,16.98,15.69,16.5,16.34,0.16,0.98
04-OCT-2012,16.5,16.62,15.59,16.44,16.5,-0.06,-0.36
05-OCT-2012,16.44,17.49,15.68,16.78,16.44,0.34,2.07
08-OCT-2012,16.78,17.59,16.17,17.17,16.78,0.39,2.32
09-OCT-2012,17.17,17.17,16.32,16.8,17.17,-0.37,-2.15
10-OCT-2012,16.8,17.16,16.5,16.83,16.8,0.03,0.18
11-OCT-2012,16.83,17.24,16.12,16.49,16.83,-0.34,-2.02
12-OCT-2012,16.49,16.82,15.37,16.49,16.49,0.00,0.00
15-OCT-2012,16.49,16.68,15.78,15.9,16.49,-0.59,-3.58
16-OCT-2012,15.9,15.9,14.82,15.57,15.9,-0.33,-2.08
17-OCT-2012,15.57,15.57,14.36,15.17,15.57,-0.40,-2.57
18-OCT-2012,15.17,15.17,14.15,14.76,15.17,-0.41,-2.70
19-OCT-2012,14.76,15.19,13.95,14.54,14.76,-0.22,-1.49
22-OCT-2012,14.34,14.37,12.87,13.04,14.34,-1.30,-9.07
23-OCT-2012,13.04,14.22,12.93,13.71,13.04,0.67,5.14
25-OCT-2012,13.71,14.55,13.4,13.52,13.71,-0.19,-1.39
26-OCT-2012,13.52,14.81,13.52,14.21,13.52,0.69,5.10
29-OCT-2012,14.21,15.37,14.21,15.12,14.21,0.91,6.40
30-OCT-2012,15.12,15.55,15.09,15.17,15.12,0.05,0.33
31-OCT-2012,15.17,15.18,14.31,14.4,15.17,-0.77,-5.08
01-NOV-2012,14.4,14.67,14.01,14.08,14.4,-0.32,-2.22
02-NOV-2012,14.08,14.08,13.25,13.66,14.08,-0.42,-2.98
